InstitutionID,University,City,State,Latitude,Longitude,Rank,Market Saturation Percentile,AE Percentile,aCFI Percentile,Collegiate Survivability Index (CSI),Endowment,Total Assets,Net Assets,Liabilities,CSI_Quantile,Quantile_Group,Quantile_Label
193900,New York University,New York,NY,34.78628,-79.630491,21,0.9986501019683699,0.5037178594369904,0.8072374252244351,0.8231097934534244,6034706438.394,24517588323.621,9551573965.293,14966014358.328,Elite,7,Elite
130794,Yale University,New Haven,CT,42.591406,-119.197181,22,0.9848657267838433,0.5375765995619605,0.6722014469254292,0.7703243854528515,50681474134.498,64138728541.042,56397749834.816,7740978706.225998,Elite,7,Elite
138947,Clark Atlanta University,Atlanta,GA,41.197484,-112.850117,23,0.9888722646547018,0.44588322204799213,0.6782693297706209,0.7560254604970114,114792226.859,435723060.5,431803123.434,3919937.0659999847,Elite,7,Elite
227757,Rice University,Houston,TX,43.494964,-101.884641,24,0.981737809122509,0.6202649749358573,0.5858760248270234,0.7510555034935439,9613198327.988,11292103631.755,9606914980.656,1685188651.098999,Elite,7,Elite
147767,Northwestern University,Evanston,IL,35.596582,-81.918864,25,0.991703769682534,0.624236873630273,0.5388244207504386,0.7370048217190625,12880933215.568,22504638638.256,17977971856.063,4526666782.193001,Elite,7,Elite
243744,Stanford University,Stanford,CA,35.398829,-91.485556,26,0.9841754580392027,0.5110797002510118,0.5986526126481964,0.7353173733318625,43678472171.516,71257612089.581,59350958269.808,11906653819.772995,Elite,7,Elite
139658,Emory University,Atlanta,GA,41.197484,-112.850117,27,0.9970239476879377,0.6767488989343298,0.5000216336109102,0.734100639348465,10491058820.98,25211827427.629,19466266538.915,5745560888.714001,Elite,7,Elite
221999,Vanderbilt University,Nashville,TN,44.76359,-120.64761,28,0.9371524741623315,0.608620960190214,0.5845739927513428,0.7303771162586274,11974481534.48,14968808090.892,11510280663.76,3458527427.132,Elite,7,Elite
217156,Brown University,Providence,RI,36.779774,-90.462118,29,0.9382388781558925,0.6027996221677089,0.5799385206656693,0.7277927678162672,7887522073.543,11414839560.027,9289543116.548,2125296443.479,Elite,7,Elite
164924,Boston College,Chestnut Hill,MA,30.415197,-122.098505,30,0.9875993394206649,0.6154495720157207,0.5237068116063784,0.727556811285139,4276658569.222,7225079717.3,5195580932.889,2029498784.4110003,Elite,7,Elite
198419,Duke University,Durham,NC,30.42242,-90.587673,31,0.9920719135561643,0.5399230063488268,0.5384472834708549,0.7201467700452766,14751189917.749,23606485540.436,20317859864.844,3288625675.591999,Elite,7,Elite
198695,High Point University,High Point,NC,30.868879,-106.967569,32,0.9884792832362865,0.629333312885997,0.49734240145348213,0.7201330236737853,202020476.542,1513892621.934,1201373037.187,312519584.747,Elite,7,Elite
217633,Anderson University,Anderson,SC,36.530255,-118.707388,33,0.836548072371482,0.5285949830659764,0.696208993576272,0.7188245504854683,30777700.896,336524975.581,202568222.119,133956753.46199998,Elite,7,Elite
122931,Santa Clara University,Santa Clara,CA,38.991686,-71.282769,34,0.9771572671526583,0.581777131927508,0.5274785977479335,0.7181593746253798,1667141461.573,3680717278.613,2652422017.51,1028295261.1029997,Elite,7,Elite
129242,Fairfield University,Fairfield,CT,41.1408,-73.2613,35,0.9917237925632323,0.6392398347514034,0.48010073539240083,0.716510701916881,506631457.061,1364019668.731,985944664.609,378075004.122,Elite,7,Elite
162928,Johns Hopkins University,Baltimore,MD,31.255145,-106.294795,36,0.9910436180318937,0.59840821902855,0.49790454667680906,0.7152015454148204,15731249065.999,28216407703.715,23225820663.452,4990587040.2630005,Elite,7,Elite
167358,Northeastern University,Boston,MA,36.662093,-118.948035,37,0.9972219572830536,0.6443204970820904,0.4673891083041328,0.714637849227517,2526420354.964,9213986060.958,5629633690.711,3584352370.2469997,Elite,7,Elite
195809,St. John's University-New York,Queens,NY,38.266148,-118.270089,38,0.9815979860314136,0.6647659604486552,0.4690898843463882,0.713157521823073,972760736.921,1937181491.215,1289242240.023,647939251.1919999,Elite,7,Elite
129941,University of New Haven,West Haven,CT,36.970592,-124.573879,39,0.9294530431678455,0.8053987670393306,0.4442691769441067,0.7104840101070151,108510528.886,492491873.096,308447681.017,184044192.079,Elite,7,Elite
174914,University of St Thomas,Saint Paul,MN,44.101299,-122.972541,40,0.9722907675553493,0.61517401613953,0.49080078069990696,0.708210836207779,823063088.907,2347981948.196,1481462568.583,866519379.6130002,Elite,7,Elite
198516,Elon University,Elon,NC,44.355911,-112.495172,41,0.9918734096828838,0.5898832995758756,0.4820211521779896,0.7074727132190342,388516877.838,1326216067.645,1051150181.879,275065885.76600003,Elite,7,Elite
141060,Spelman College,Atlanta,GA,41.197484,-112.850117,42,0.8973745987559348,0.560642100934297,0.5856734199876515,0.7053189606983225,603817315.816,1103293222.78,1067484725.771,35808497.008999944,Elite,7,Elite
212054,Drexel University,Philadelphia,PA,35.808031,-103.437903,43,0.9826178108408482,0.6533173336123526,0.4488702843538266,0.7031848853427658,1069472319.374,3739908319.851,1421467917.429,2318440402.422,Elite,7,Elite
191241,Fordham University,Bronx,NY,34.198338,-90.866853,44,0.9893809922439329,0.6126016493638113,0.4620946058564467,0.7030427897699245,1119385853.526,2638201804.881,1736502623.575,901699181.306,Elite,7,Elite
168148,Tufts University,Medford,MA,30.046108,-124.499342,45,0.9422675696043428,0.6483977728629441,0.491225966436215,0.7030161476478524,3201484980.039,5320854936.1,4174134391.164,1146720544.9360003,Elite,7,Elite
111948,Chapman University,Orange,CA,31.068212,-105.619171,46,0.9859740274831936,0.6041651856649992,0.46796620971749975,0.7023437113339057,852307981.373,3018531560.005,2022689993.88,995841566.125,Elite,7,Elite
130226,Quinnipiac University,Hamden,CT,42.255439,-117.369636,47,0.9493688362103003,0.6078694594337428,0.498558944696913,0.7006889922090088,919249210.086,2138870718.86,1687998274.251,450872444.60899997,Elite,7,Elite
163046,Loyola University Maryland,Baltimore,MD,31.255145,-106.294795,48,0.9750622654813886,0.5935127373224933,0.47182678195615074,0.6973956742956251,364000678.801,851815997.017,662533916.36,189282080.65699995,Elite,7,Elite
139144,Berry College,Mount Berry,GA,31.042091,-104.178877,49,0.8052138525770922,0.5237775681885899,0.6681925677888934,0.6941188211555934,402275173.523,1870701937.127,1792430506.882,78271430.24500012,Elite,7,Elite
102377,Tuskegee University,Tuskegee,AL,35.689651,-76.832036,50,0.9625496726464947,0.5663321063454178,0.4890948653197239,0.6938691672507358,171767411.222,615434991.837,543580962.365,71854029.472,Elite,7,Elite
140447,Mercer University,Macon,GA,40.87561,-84.261525,51,0.9492543015809671,0.6232881825655052,0.47253719828422064,0.6933114896504183,596820645.75,1345851453.416,824809847.413,521041606.0029999,Elite,7,Elite
219709,Belmont University,Nashville,TN,44.76359,-120.64761,52,0.971659860422345,0.5176164633319925,0.5021700684523276,0.6930067705975826,497223117.777,1996988164.369,1779970330.445,217017833.92400002,Elite,7,Elite
224226,Dallas Baptist University,Dallas,TX,44.914441,-78.488189,53,0.8261009007041786,0.857745883887851,0.47537312097699264,0.6920654753957749,82425316.968,238516359.273,230082643.666,8433715.606999993,Elite,7,Elite
236595,Seattle University,Seattle,WA,38.865481,-124.729522,54,0.8797577198865177,0.5228424250502639,0.5888578744901369,0.6919922343211189,359465085.961,1023364030.999,769925415.258,253438615.74099994,Elite,7,Elite
235316,Gonzaga University,Spokane,WA,31.777067,-116.384899,55,0.9493522899107403,0.618033054895834,0.4694019138993981,0.6910454343515214,483910083.525,1190044815.292,820230924.767,369813890.5250001,Elite,7,Elite
179867,Washington University in St Louis,Saint Louis,MO,38.167943,-88.474146,56,0.935389146794809,0.5647343400115368,0.5044653119093708,0.6888395321976805,14013231693.517,26646448395.421,20853552846.551,5792895548.870003,Elite,7,Elite
186867,Stevens Institute of Technology,Hoboken,NJ,41.563745,-84.07586,57,0.8423764248916773,0.8275267087801763,0.46327662028086936,0.6876922248357429,408436918.291,1240828705.645,779691692.079,461137013.566,Elite,7,Elite
211440,Carnegie Mellon University,Pittsburgh,PA,41.543056,-71.691791,58,0.896315818263923,0.627174219819014,0.5064428985787968,0.6864872702767981,3599248323.453,8134652594.898,6888349653.23,1246302941.6680002,Elite,7,Elite
199847,Wake Forest University,Winston-Salem,NC,32.012386,-70.015064,59,0.968581232675241,0.4950600538492897,0.49808926568522616,0.6856334638385294,1328272564.692,3081796601.788,2168581273.505,913215328.283,Elite,7,Elite
127060,University of Denver,Denver,CO,42.218462,-124.648626,60,0.9585206730531557,0.5495454935881973,0.4805909280710182,0.685499050736259,1330532838.483,2422601482.879,2082147541.686,340453941.1930001,Elite,7,Elite
227863,University of St Thomas,Houston,TX,43.494964,-101.884641,61,0.9395883107484005,0.6275545068880162,0.4550107082812603,0.6832847968493602,173653696.596,298712376.008,194828996.041,103883379.96700001,Elite,7,Elite
166683,Massachusetts Institute of Technology,Cambridge,MA,42.3736,-71.1097,62,0.7516811839004682,0.5681360922508432,0.6722204674888784,0.6831903413717899,32355542457.569,47756366520.958,45600216105.616,2156150415.342003,Elite,7,Elite
186584,Seton Hall University,South Orange,NJ,36.374798,-103.891308,63,0.9608916856563097,0.5757031246187809,0.45277503786123674,0.6805442098573194,383270423.496,915047913.842,541542855.583,373505058.25900006,Elite,7,Elite
102049,Samford University,Birmingham,AL,32.042815,-78.925244,64,0.9191025703090075,0.6016125806960717,0.47561677180433115,0.6781533048238102,490041746.4,1426368509.613,550385456.079,875983053.5339999,Elite,7,Elite
150163,Butler University,Indianapolis,IN,35.909652,-75.700874,65,0.9275685843833082,0.5855007225106157,0.4729993966093055,0.6772706298478011,310796684.426,840984614.275,629450712.985,211533901.28999996,Elite,7,Elite
194310,Pace University,New York,NY,34.78628,-79.630491,66,0.9369252922341846,0.5974869966732659,0.44672451236916694,0.6728932248495769,289332378.422,2068102061.797,659036258.969,1409065802.828,Elite,7,Elite
216597,Villanova University,Villanova,PA,30.262982,-112.481671,67,0.8686742397249158,0.5980686920684012,0.5144577665395464,0.6728227581795936,1518575983.857,2992573191.955,2703642789.471,288930402.4839997,Elite,7,Elite
144050,University of Chicago,Chicago,IL,44.999499,-75.197532,68,0.9259762033704309,0.551886735574338,0.47503723907475626,0.6707299452468629,10776747231.612,16380027502.755,9504208947.19,6875818555.564999,Elite,7,Elite
229267,Trinity University,San Antonio,TX,31.497493,-93.960367,69,0.7978631630892121,0.49890249007281023,0.6210059170291329,0.6673226546799896,1530069004.612,2395802973.643,2284341053.733,111461919.91000032,Elite,7,Elite
202480,University of Dayton,Dayton,OH,37.979665,-85.237424,70,0.8800257821858618,0.626059716998503,0.47490244806908594,0.6671276074413751,1005326808.243,2470674768.935,1986060460.863,484614308.072,Elite,7,Elite
225627,University of the Incarnate Word,San Antonio,TX,31.497493,-93.960367,71,0.9673836113619129,0.47112834950603405,0.46402673729902016,0.666738763516953,208463940.625,548829882.17,330697154.163,218132728.00699997,Elite,7,Elite
194824,Rensselaer Polytechnic Institute,Troy,NY,44.096721,-76.591955,72,0.8660373674612483,0.6550693975989373,0.4730368080215428,0.6665860463980021,1069422942.619,1883002542.575,1183465472.482,699537070.0929999,Elite,7,Elite
201645,Case Western Reserve University,Cleveland,OH,40.347065,-81.319431,73,0.8967746793418907,0.5558148737545079,0.4902984740054658,0.6659450368293356,2328022340.607,4689201894.945,3510779608.526,1178422286.4189997,Elite,7,Elite
160755,Tulane University of Louisiana,New Orleans,LA,35.336228,-105.845974,74,0.9254703683325878,0.5331151617422156,0.4718998485678444,0.6655196405253221,2472102985.898,4663281589.754,3164605920.789,1498675668.9649997,Elite,7,Elite
164748,Berklee College of Music,Boston,MA,36.662093,-118.948035,75,0.9224169575553592,0.5780483625861106,0.45170122601428003,0.6651972396582665,430083153.558,948054300.236,586532508.778,361521791.45799994,Elite,7,Elite
133881,Florida Institute of Technology,Melbourne,FL,31.797952,-89.424707,76,0.8212397468060497,0.7056447187543711,0.4767352383896736,0.6602615964302854,113778143.62,462958185.179,337219137.929,125739047.25,Elite,7,Elite
150534,University of Evansville,Evansville,IN,36.82805,-99.789112,77,0.7147841520055426,0.4439569886140419,0.71051110824958,0.6589357299324454,173163950.365,447971166.931,318507866.54,129463300.39099997,Elite,7,Elite
190150,Columbia University in the City of New York,New York,NY,34.78628,-79.630491,78,0.8463117714639232,0.5856359766255075,0.5076704934566703,0.6586784406172213,16951370243.68,28420631367.467,22347278783.937,6073352583.529999,Elite,7,Elite
222178,Abilene Christian University,Abilene,TX,30.486432,-102.604045,79,0.8966148250055407,0.4481860826266741,0.5178785108692616,0.6554036464866664,966154256.423,1513050151.689,1108270302.652,404779849.03699994,Elite,7,Elite
191649,Hofstra University,Hempstead,NY,30.395921,-72.539337,80,0.8823899692351168,0.5601117417293251,0.4753133861391115,0.6550545030016878,1052604456.551,1765243846.832,1323574305.194,441669541.638,Elite,7,Elite
225399,Houston Christian University,Houston,TX,43.494964,-101.884641,81,0.8704053162713552,0.594343823232395,0.470176327931983,0.6550489826794503,144351765.743,411534562.162,294078741.85,117455820.31199998,Elite,7,Elite
164173,Stevenson University,Owings Mills,MD,32.711102,-79.712211,82,0.8688734168593666,0.6041765343929836,0.46592121260986136,0.6546990379136846,141828815.066,376202372.25,226396983.611,149805388.639,Elite,7,Elite
168421,Worcester Polytechnic Institute,Worcester,MA,38.084543,-92.924981,83,0.8581856717651324,0.635546440294541,0.46088019586748646,0.6546784379399233,661633876.064,1453466703.837,850305423.419,603161280.4179999,Elite,7,Elite
233374,University of Richmond,University of Richmond,VA,40.726428,-88.219765,84,0.7486377661995923,0.5184118834027074,0.6203105735673097,0.6512590697370555,3493398999.977,4499176456.224,4124567083.985,374609372.23899984,Elite,7,Elite
132657,Lynn University,Boca Raton,FL,42.000055,-120.329415,85,0.8037087721534675,0.749928778787489,0.449134696469695,0.6510576063909626,41181258.704,211615339.332,146317352.785,65297986.54699999,Elite,7,Elite
137032,Saint Leo University,Saint Leo,FL,38.668308,-73.435794,86,0.7981321848227626,0.7528281018160139,0.45025393240450157,0.6498550220119255,93128067.766,236472556.328,130639659.076,105832897.252,Elite,7,Elite
144281,Columbia College Chicago,Chicago,IL,44.999499,-75.197532,87,0.9525653731261542,0.448265327066693,0.4332406849320477,0.6439220537035865,188906272.005,628283008.291,152841053.143,475441955.148,Elite,7,Elite
129525,University of Hartford,West Hartford,CT,42.932674,-111.138842,88,0.9420661607864839,0.44436776271584083,0.4448795333186692,0.6436021626995428,213098795.409,418641181.302,198085782.025,220555399.27699998,Elite,7,Elite
217402,Providence College,Providence,RI,36.779774,-90.462118,89,0.8319080588255268,0.6015795693853241,0.47558549790885946,0.6432651049075799,403791679.631,1434121297.281,793298087.021,640823210.2599999,Elite,7,Elite
110361,California Baptist University,Riverside,CA,39.195051,-96.314187,90,0.8250477591320591,0.6545031781140583,0.4447058529938329,0.6387430665500426,200790654.859,879756730.712,386591138.979,493165591.73300004,Elite,7,Elite
170301,Hope College,Holland,MI,35.351,-91.787422,91,0.7939962138409742,0.5675779020054954,0.5153332737076928,0.6372142846637228,361717192.752,614345068.797,594073816.453,20271252.3440001,Elite,7,Elite
130697,Wesleyan University,Middletown,CT,43.329322,-94.480953,92,0.7645749219944786,0.541424125018962,0.5504694654479976,0.6342820739691711,2067888723.01,2882722590.297,2254450571.809,628272018.4879999,Elite,7,Elite
164739,Bentley University,Waltham,MA,38.398729,-73.878899,93,0.7784395349547663,0.637877777066586,0.48355270202020684,0.6323275290125083,404462823.158,806342077.337,694526761.137,111815316.20000005,Elite,7,Elite
179159,Saint Louis University,Saint Louis,MO,38.167943,-88.474146,94,0.9299895726994187,0.305544549113163,0.49491827422004975,0.6310474788330828,1940293988.733,3308893519.482,2511013162.98,797880356.5019999,Elite,7,Elite
226471,University of Mary Hardin-Baylor,Belton,TX,33.316146,-101.940058,95,0.8834372431720775,0.45566290975348983,0.46548114823339265,0.6306591247272402,144510282.54,414141599.888,423503452.788,-9361852.899999976,Elite,7,Elite
174844,St Olaf College,Northfield,MN,30.111831,-106.418121,96,0.7685658184989544,0.5749880373840647,0.5162305452452626,0.6288850436979605,886344578.208,1268245165.661,1111314642.612,156930523.04900002,Elite,7,Elite
231651,Regent University,Virginia Beach,VA,33.534891,-97.274994,97,0.6418317105858005,0.9145234238889965,0.4683588929789606,0.626918962468852,52200584.009,215858420.335,156396704.683,59461715.65200001,Elite,7,Elite
195030,University of Rochester,Rochester,NY,31.318166,-106.183052,98,0.8629057922601768,0.5040632410860454,0.4500097001957871,0.6259321502362991,3421576727.583,8465970756.11,4991061948.555,3474908807.5549994,Elite,7,Elite
192819,Marist College,Poughkeepsie,NY,41.415329,-107.792226,99,0.7587999969384177,0.6499263399421107,0.47990548551193885,0.6254225694319792,551067513.227,1258325652.278,841637356.409,416688295.8690001,Elite,7,Elite
198385,Davidson College,Davidson,NC,34.066355,-111.76227,100,0.6027696427001028,0.5708304815423484,0.6638559786441172,0.6208317560294622,1756852179.593,2125856762.678,2013253302.814,112603459.86400008,Elite,7,Elite
232609,University of Lynchburg,Lynchburg,VA,37.4138,-79.1423,101,0.5002011785571039,0.4610621083007662,0.8180874377832243,0.6195953593551554,163091063.495,263043528.445,217819920.869,45223607.576000005,Elite,7,Elite
181002,Creighton University,Omaha,NE,34.577068,-95.292992,102,0.779928272201601,0.5218314997334523,0.5079560818548592,0.619491456808452,894600886.318,2198668062.232,2012484937.406,186183124.82599998,Elite,7,Elite
229160,Texas Wesleyan University,Fort Worth,TX,33.379017,-96.894772,103,0.7694706349276214,0.41523105805557226,0.5703350893840734,0.6189640981843708,69181216.393,195211381.751,191672051.141,3539330.6099999845,Elite,7,Elite
166850,Merrimack College,North Andover,MA,43.606368,-114.009297,104,0.7648026156422487,0.6669995976308619,0.4449040041297032,0.6172283680144518,87664960.928,541891966.249,236100326.948,305791639.30099994,Elite,7,Elite
168342,Williams College,Williamstown,MA,40.409589,-89.648347,105,0.4926867215386633,0.5434339409062179,0.7584386651145425,0.6091850185093043,4486955830.355,6472382702.654,5151959977.823,1320422724.8310003,Elite,7,Elite
165662,Emerson College,Boston,MA,36.662093,-118.948035,106,0.728241254252252,0.6079868515270488,0.47493497775146215,0.6028292272918677,279832730.644,1239335208.994,684986908.594,554348300.4,Elite,7,Elite
136330,Palm Beach Atlantic University,West Palm Beach,FL,35.567835,-87.324852,107,0.7528807678920277,0.518364570273932,0.4885556996620178,0.6002180876825204,118945105.491,483330879.456,370186071.451,113144808.005,Strong,6,Strong
137564,Southeastern University,Lakeland,FL,37.362737,-84.273146,108,0.7110772912058301,0.7007770803360255,0.4369076253747945,0.5992955787873757,8537421.01,134630439.689,64281352.314,70349087.375,Strong,6,Strong
168005,Suffolk University,Boston,MA,36.662093,-118.948035,109,0.7549434482969565,0.5987941801038542,0.44396547001636366,0.5992758226772621,263605075.129,885646543.102,285680989.254,599965553.848,Strong,6,Strong
201654,Cedarville University,Cedarville,OH,34.264319,-80.318436,110,0.7141225340887216,0.6082437679986923,0.47795220518217,0.5984420031189228,56920085.868,492510857.265,416593059.796,75917797.46899998,Strong,6,Strong
134945,Jacksonville University,Jacksonville,FL,33.586487,-99.802928,111,0.7902609092116094,0.5298820902925003,0.4402973477521221,0.5981557660135927,73907909.018,429473751.439,113709220.349,315764531.09000003,Strong,6,Strong
217165,Bryant University,Smithfield,RI,31.338348,-91.844133,112,0.6730290224137303,0.682694890276002,0.4786433147593099,0.5971680691960993,253643851.285,732560643.617,498412631.401,234148012.21599996,Strong,6,Strong
193654,The New School,New York,NY,34.78628,-79.630491,113,0.7852659539679562,0.514025933675945,0.447352425396313,0.5958120797772115,515441814.265,1792849281.04,598661608.305,1194187672.7350001,Strong,6,Strong
211291,Bucknell University,Lewisburg,PA,38.075355,-90.928444,114,0.6707193819866618,0.5560184058400081,0.5400556896381644,0.5954990471770771,1328672194.564,1977751972.647,1685427097.347,292324875.3000002,Strong,6,Strong
204486,University of Northwestern Ohio,Lima,OH,42.982159,-90.039422,115,0.5653351144754213,0.8252319760765651,0.5091387382508148,0.5947987073444024,0.0,117614530.249,104121602.804,13492927.444999993,Strong,6,Strong
151786,Marian University,Indianapolis,IN,35.909652,-75.700874,116,0.7576924198482047,0.5392286539412966,0.4579184980316008,0.5940519895324088,146419154.807,380973253.58,241641762.447,139331491.133,Strong,6,Strong
136950,Rollins College,Winter Park,FL,42.968977,-72.504831,117,0.7065645346097326,0.5586343128947822,0.4937889812062457,0.5918405068168385,533397975.916,1068266265.419,725088388.035,343177877.38400006,Strong,6,Strong
166124,College of the Holy Cross,Worcester,MA,38.084543,-92.924981,118,0.6293976244142498,0.5685337050751399,0.5639204473795614,0.5910269606890795,1134139704.641,1788499306.828,1629126203.217,159373103.61100006,Strong,6,Strong
155511,McPherson College,McPherson,KS,35.025886,-109.220112,119,0.33429505973871476,0.5275616327499755,0.8782094231218549,0.5906035759095984,2330285173.661,3900262536.565,3862847276.49,37415260.075000286,Strong,6,Strong
239318,Milwaukee School of Engineering,Milwaukee,WI,44.879464,-77.072793,120,0.7402009018718395,0.5091547475351745,0.4785166141858102,0.5892887236879912,94516722.212,440231889.758,391674143.407,48557746.35100001,Strong,6,Strong
153384,Grinnell College,Grinnell,IA,35.489436,-76.908493,121,0.4244727341570452,0.5094440828795384,0.7927488159825624,0.5888425947132435,3224894489.096,3861495585.463,3597361821.383,264133764.07999992,Strong,6,Strong
156541,University of the Cumberlands,Williamsburg,KY,37.863605,-79.29982,122,0.5738457254796911,0.819703364340095,0.4832828015718752,0.5867493853399779,502981178.591,738600222.139,777729655.667,-39129433.528,Strong,6,Strong
185572,Monmouth University,West Long Branch,NJ,40.453597,-89.427339,123,0.7409122688677716,0.4868120431715507,0.4805949355614667,0.5859386369619138,190129023.154,470916613.86,423375467.34,47541146.52000004,Strong,6,Strong
204501,Oberlin College,Oberlin,OH,34.96141,-101.179551,124,0.5856634016652459,0.5267345333868683,0.6155747813540701,0.5858540550478656,1543578050.983,2169826801.521,1823091704.893,346735096.628,Strong,6,Strong
140553,Morehouse College,Atlanta,GA,41.197484,-112.850117,125,0.8404072040414788,0.4556391306924663,0.3962208228687285,0.5857286764336765,292320362.64,545803515.23,551769748.721,-5966233.490999937,Strong,6,Strong
165015,Brandeis University,Waltham,MA,38.398729,-73.878899,126,0.6786885382172227,0.5729263306332069,0.49706531605409315,0.5848610594114935,1436986849.546,2022462520.561,1649308678.16,373153842.401,Strong,6,Strong
193016,Mercy University,Dobbs Ferry,NY,43.413158,-115.306353,127,0.7219093077992248,0.4927462124688169,0.48898800683911514,0.5828845003984403,394310983.225,715344375.931,516857799.146,198486576.78499997,Strong,6,Strong
134079,Florida Southern College,Lakeland,FL,37.362737,-84.273146,128,0.7071633237889409,0.5542914947628701,0.46900568807274445,0.5812935593530075,117004041.609,364349164.015,311290347.297,53058816.717999995,Strong,6,Strong
137476,St. Thomas University,Miami Gardens,FL,42.783156,-91.393988,129,0.6952374178832803,0.5737356636222632,0.4708473387221573,0.5811483075262216,47132083.104,393759372.515,164256656.324,229502716.19099998,Strong,6,Strong
128902,Connecticut College,New London,CT,33.541365,-85.300897,130,0.6851937721503417,0.531457433047891,0.5003379848077695,0.5804825918692643,508706675.169,866619297.184,697523775.094,169095522.09000003,Strong,6,Strong
